reaction	isozyme	gene_product	stoichiometry
12PPDRtex	iso1	b0241	3
12PPDRtex	iso2	b0929	3
12PPDRtex	iso3	b1377	3
12PPDRtex	iso4	b2215	3
12PPDStex	iso1	b0241	3
12PPDStex	iso2	b0929	3
12PPDStex	iso3	b1377	3
12PPDStex	iso4	b2215	3
13PPDH2	iso1	b3011	2
14GLUCANabcpp	iso1	b4032	1
14GLUCANabcpp	iso1	b4033	1
14GLUCANabcpp	iso1	b4034	1
14GLUCANabcpp	iso1	b4035	2
14GLUCANtexi	iso1	b4036	3
23CAMPtex	iso1	b0241	3
23CAMPtex	iso2	b0929	3
23CAMPtex	iso3	b1377	3
23CAMPtex	iso4	b2215	3
23CCMPtex	iso1	b0241	3
23CCMPtex	iso2	b0929	3
23CCMPtex	iso3	b1377	3
23CCMPtex	iso4	b2215	3
23CGMPtex	iso1	b0241	3
23CGMPtex	iso2	b0929	3
23CGMPtex	iso3	b1377	3
23CGMPtex	iso4	b2215	3
23CUMPtex	iso1	b0241	3
23CUMPtex	iso2	b0929	3
23CUMPtex	iso3	b1377	3
23CUMPtex	iso4	b2215	3
23DAPPAtex	iso1	b0241	3
23DAPPAtex	iso2	b0929	3
23DAPPAtex	iso3	b1377	3
23DAPPAtex	iso4	b2215	3
23DOGULNt4pp	iso1	b3577	1
23DOGULNt4pp	iso1	b3578	1
23DOGULNt4pp	iso1	b3579	1
23PDE2pp	iso1	b4213	1
23PDE4pp	iso1	b4213	1
23PDE7pp	iso1	b4213	1
23PDE9pp	iso1	b4213	1
26DAHtex	iso1	b0241	3
26DAHtex	iso2	b0929	3
26DAHtex	iso3	b1377	3
26DAHtex	iso4	b2215	3
2AGPA120tipp	iso1	b2835	1
2AGPA140tipp	iso1	b2835	1
2AGPA141tipp	iso1	b2835	1
2AGPA160tipp	iso1	b2835	1
2AGPA161tipp	iso1	b2835	1
2AGPA180tipp	iso1	b2835	1
2AGPA181tipp	iso1	b2835	1
2AGPE120tipp	iso1	b2835	1
2AGPE140tipp	iso1	b2835	1
2AGPE141tipp	iso1	b2835	1
2AGPE160tipp	iso1	b2835	1
2AGPE161tipp	iso1	b2835	1
2AGPE180tipp	iso1	b2835	1
2AGPE181tipp	iso1	b2835	1
2AGPEAT120	iso1	b2836	1
2AGPEAT140	iso1	b2836	1
2AGPEAT141	iso1	b2836	1
2AGPEAT160	iso1	b2836	1
2AGPEAT161	iso1	b2836	1
2AGPEAT180	iso1	b2836	1
2AGPEAT181	iso1	b2836	1
2AGPG120tipp	iso1	b2835	1
2AGPG140tipp	iso1	b2835	1
2AGPG141tipp	iso1	b2835	1
2AGPG160tipp	iso1	b2835	1
2AGPG161tipp	iso1	b2835	1
2AGPG180tipp	iso1	b2835	1
2AGPG181tipp	iso1	b2835	1
2AGPGAT120	iso1	b2836	1
2AGPGAT140	iso1	b2836	1
2AGPGAT141	iso1	b2836	1
2AGPGAT160	iso1	b2836	1
2AGPGAT161	iso1	b2836	1
2AGPGAT180	iso1	b2836	1
2AGPGAT181	iso1	b2836	1
2DDARAA	iso1	b0268	1
2DDARAA	iso2	b4298	1
2DGLCptspp	iso1	b1817	1
2DGLCptspp	iso1	b1818	1
2DGLCptspp	iso1	b1819	1
2DGLCptspp	iso1	b2415	1
2DGLCptspp	iso1	b2416	1
2DGLCtex	iso1	b0241	3
2DGLCtex	iso2	b0929	3
2DGLCtex	iso3	b1377	3
2DGLCtex	iso4	b2215	3
2DGULRGx	iso1	b3553	2
2DGULRGy	iso1	b3553	2
2DGULRx	iso1	b3553	2
2DGULRy	iso1	b3553	2
2DOXG6PP	iso1	b0446	1
2DOXG6PP	iso2	b1727	1
2DOXG6PP	iso3	b2293	1
2DOXG6PP	iso4	b3826	1
2HESR	iso1	b2302	2
2HESR	iso2	b2989	2
2HPTCOAT	iso1	b1400	1
2MAHMP	iso1	b0446	1
2MAHMP	iso2	b1134	1
34dhpactex	iso1	b0241	3
34dhpactex	iso2	b0929	3
34dhpactex	iso3	b1377	3
34dhpactex	iso4	b2215	3
3AMACHYD	iso1	b1009	1
3AMPtex	iso1	b0241	3
3AMPtex	iso2	b0929	3
3AMPtex	iso3	b1377	3
3AMPtex	iso4	b2215	3
3CMPtex	iso1	b0241	3
3CMPtex	iso2	b0929	3
3CMPtex	iso3	b1377	3
3CMPtex	iso4	b2215	3
3GMPtex	iso1	b0241	3
3GMPtex	iso2	b0929	3
3GMPtex	iso3	b1377	3
3GMPtex	iso4	b2215	3
3HAD100	iso1	b0180	1
3HAD100	iso2	b0954	2
3HAD120	iso1	b0180	1
3HAD120	iso2	b0954	2
3HAD121	iso1	b0180	1
3HAD121	iso2	b0954	2
3HAD140	iso1	b0180	1
3HAD140	iso2	b0954	2
3HAD141	iso1	b0180	1
3HAD141	iso2	b0954	2
3HAD160	iso1	b0180	1
3HAD160	iso2	b0954	2
3HAD161	iso1	b0180	1
3HAD161	iso2	b0954	2
3HAD180	iso1	b0180	1
3HAD180	iso2	b0954	2
3HAD181	iso1	b0180	1
3HAD181	iso2	b0954	2
3HAD40	iso1	b0180	1
3HAD40	iso2	b0954	2
3HAD60	iso1	b0180	1
3HAD60	iso2	b0954	2
3HAD80	iso1	b0180	1
3HAD80	iso2	b0954	2
3HBZCT	iso1	b0597	4
3HCINNMH	iso1	b0347	1
3HPADHi	iso1	b1300	1
3HPPPNH	iso1	b0347	1
3HPPtex	iso1	b0241	3
3HPPtex	iso2	b0929	3
3HPPtex	iso3	b1377	3
3HPPtex	iso4	b2215	3
3KGK	iso1	b3580	2
3NTD2pp	iso1	b0383	1
3NTD2pp	iso2	b4213	1
3NTD4pp	iso1	b0383	1
3NTD4pp	iso2	b4213	1
3NTD7pp	iso1	b0383	1
3NTD7pp	iso2	b4213	1
3NTD9pp	iso1	b0383	1
3NTD9pp	iso2	b4213	1
3OAR100	iso1	b1093	4
3OAR120	iso1	b1093	4
3OAR121	iso1	b1093	4
3OAR140	iso1	b1093	4
3OAR141	iso1	b1093	4
3OAR160	iso1	b1093	4
3OAR161	iso1	b1093	4
3OAR180	iso1	b1093	4
3OAR181	iso1	b1093	4
3OAR40	iso1	b1093	4
3OAR60	iso1	b1093	4
3OAR80	iso1	b1093	4
3OAS100	iso1	b1095	2
3OAS100	iso2	b2323	2
3OAS120	iso1	b1095	2
3OAS120	iso2	b2323	2
3OAS121	iso1	b2323	2
3OAS140	iso1	b1095	2
3OAS140	iso2	b2323	2
3OAS141	iso1	b2323	2
3OAS160	iso1	b1095	2
3OAS160	iso2	b2323	2
3OAS161	iso1	b2323	2
3OAS180	iso1	b1095	2
3OAS180	iso2	b2323	2
3OAS181	iso1	b1095	2
3OAS60	iso1	b1095	2
3OAS60	iso2	b2323	2
3OAS80	iso1	b1095	2
3OAS80	iso2	b2323	2
3OXCOAT	iso1	b1397	1
3PEPTabcpp	iso1	b1243	1
3PEPTabcpp	iso1	b1244	1
3PEPTabcpp	iso1	b1245	1
3PEPTabcpp	iso1	b1246	1
3PEPTabcpp	iso1	b1247	1
3PEPTabcpp	iso2	b1244	1
3PEPTabcpp	iso2	b1245	1
3PEPTabcpp	iso2	b1246	1
3PEPTabcpp	iso2	b1247	1
3PEPTabcpp	iso2	b1329	1
3PEPTabcpp	iso3	b2177	1
3PEPTabcpp	iso3	b2178	1
3PEPTabcpp	iso3	b2179	1
3PEPTabcpp	iso3	b2180	2
3PEPTtex	iso1	b0241	3
3PEPTtex	iso2	b0929	3
3PEPTtex	iso3	b1377	3
3PEPTtex	iso4	b2215	3
3SLAR	iso1	b3882	4
3UMPtex	iso1	b0241	3
3UMPtex	iso2	b0929	3
3UMPtex	iso3	b1377	3
3UMPtex	iso4	b2215	3
42A12BOOXpp	iso1	b1386	2
4ABZGLUH	iso1	b1337	1
4ABZGLUH	iso1	b1338	1
4ABZGLUtex	iso1	b0241	3
4ABZGLUtex	iso2	b0929	3
4ABZGLUtex	iso3	b1377	3
4ABZGLUtex	iso4	b2215	3
4ABZGLUtr	iso1	b1336	1
4HBZt3pp	iso1	b3240	1
4HBZt3pp	iso1	b3241	1
4HOXPACDtex	iso1	b0241	3
4HOXPACDtex	iso2	b0929	3
4HOXPACDtex	iso3	b1377	3
4HOXPACDtex	iso4	b2215	3
4HTHRA	iso1	b0870	4
4HTHRK	iso1	b0003	1
4PCP	iso1	b1192	1
4PCPpp	iso1	b2175	1
4PEPTabcpp	iso1	b1243	1
4PEPTabcpp	iso1	b1244	1
4PEPTabcpp	iso1	b1245	1
4PEPTabcpp	iso1	b1246	1
4PEPTabcpp	iso1	b1247	1
4PEPTabcpp	iso2	b2177	1
4PEPTabcpp	iso2	b2178	1
4PEPTabcpp	iso2	b2179	1
4PEPTabcpp	iso2	b2180	2
4PEPTtex	iso1	b0241	3
4PEPTtex	iso2	b0929	3
4PEPTtex	iso3	b1377	3
4PEPTtex	iso4	b2215	3
5DGLCNR	iso1	b4266	1
5DGLCNt2rpp	iso1	b4265	1
5DGLCNtex	iso1	b0241	3
5DGLCNtex	iso2	b0929	3
5DGLCNtex	iso3	b1377	3
5DGLCNtex	iso4	b2215	3
5DKGR	iso1	b2842	4
5DKGR	iso2	b4266	1
5DOAN	iso1	b0159	2
5MTRtex	iso1	b0241	3
5MTRtex	iso2	b0929	3
5MTRtex	iso3	b1377	3
5MTRtex	iso4	b2215	3
6D6SFK	iso1	b3883	1
6D6SPA	iso1	b3881	1
A5PISO	iso1	b2708	4
A5PISO	iso2	b3197	4
AACPS1	iso1	b1094	1
AACPS1	iso1	b2836	1
AACPS2	iso1	b1094	1
AACPS2	iso1	b2836	1
AACPS3	iso1	b1094	1
AACPS3	iso1	b2836	1
AACPS4	iso1	b1094	1
AACPS4	iso1	b2836	1
AACPS5	iso1	b1094	1
AACPS5	iso1	b2836	1
AACPS6	iso1	b1094	1
AACPS6	iso1	b2836	1
AACPS7	iso1	b1094	1
AACPS7	iso1	b2836	1
AACPS8	iso1	b1094	1
AACPS8	iso1	b2836	1
AACPS9	iso1	b1094	1
AACPS9	iso1	b2836	1
AADDGT	iso1	b4481	1
AAMYL	iso1	b1927	1
AAMYLpp	iso1	b3571	1
AB6PGH	iso1	b2716	1
AB6PGH	iso2	b2901	4
AB6PGH	iso3	b3721	1
ABTA	iso1	b1302	1
ABTA	iso2	b2662	4
ABUTD	iso1	b1444	4
ABUTt2pp	iso1	b2663	1
ABUTtex	iso1	b0241	3
ABUTtex	iso2	b0929	3
ABUTtex	iso3	b1377	3
ABUTtex	iso4	b2215	3
ACACCT	iso1	b1694	4
ACACCT	iso2	b2221	1
ACACCT	iso2	b2222	1
ACACT1r	iso1	b2224	1
ACACT1r	iso2	b2342	1
ACACT1r	iso3	b3845	1
ACACt2pp	iso1	b2223	1
ACACT2r	iso1	b2342	1
ACACT2r	iso2	b3845	1
ACACT3r	iso1	b2342	1
ACACT3r	iso2	b3845	1
ACACT4r	iso1	b2342	1
ACACT4r	iso2	b3845	1
ACACT5r	iso1	b2342	1
ACACT5r	iso2	b3845	1
ACACT6r	iso1	b2342	1
ACACT6r	iso2	b3845	1
ACACT7r	iso1	b2342	1
ACACT7r	iso2	b3845	1
ACACT8r	iso1	b2342	1
ACACT8r	iso2	b3845	1
ACACtex	iso1	b0241	3
ACACtex	iso2	b0929	3
ACACtex	iso3	b1377	3
ACACtex	iso4	b2215	3
ACALD	iso1	b0351	1
ACALD	iso2	b1241	1
ACALDtex	iso1	b0241	3
ACALDtex	iso2	b0929	3
ACALDtex	iso3	b1377	3
ACALDtex	iso4	b2215	3
ACALDtpp	iso1	s0001	1
ACANTHAT	iso1	b1463	2
ACBIPGT	iso1	b1993	2
ACCOAC	iso1	b0185	2
ACCOAC	iso1	b2316	2
ACCOAC	iso1	b3255	4
ACCOAC	iso1	b3256	4
ACCOAL	iso1	b0335	1
ACCOAL	iso2	b4069	1
ACGAL1Ptex	iso1	b0241	3
ACGAL1Ptex	iso2	b0929	3
ACGAL1Ptex	iso3	b1377	3
ACGAL1Ptex	iso4	b2215	3
ACGALtex	iso1	b0241	3
ACGALtex	iso2	b0929	3
ACGALtex	iso3	b1377	3
ACGALtex	iso4	b2215	3
ACGAM1Ptex	iso1	b0241	3
ACGAM1Ptex	iso2	b0929	3
ACGAM1Ptex	iso3	b1377	3
ACGAM1Ptex	iso4	b2215	3
ACGAMK	iso1	b1119	1
ACGAMT	iso1	b3784	1
ACGAptspp	iso1	b0679	1
ACGAptspp	iso1	b2415	1
ACGAptspp	iso1	b2416	1
ACGAptspp	iso2	b1101	1
ACGAptspp	iso2	b2415	1
ACGAptspp	iso2	b2416	1
ACGAptspp	iso2	b2417	1
ACGAtex	iso1	b0241	3
ACGAtex	iso2	b0929	3
ACGAtex	iso3	b1377	3
ACGAtex	iso4	b2215	3
ACGK	iso1	b3959	2
ACGS	iso1	b2818	6
ACHBS	iso1	b0077	2
ACHBS	iso1	b0078	2
ACHBS	iso2	b3670	2
ACHBS	iso2	b3671	2
ACKr	iso1	b1849	2
ACKr	iso2	b2296	2
ACKr	iso3	b3115	2
ACLS	iso1	b0077	2
ACLS	iso1	b0078	2
ACLS	iso2	b3670	2
ACLS	iso2	b3671	2
ACM6PH	iso1	b2428	2
ACMAMUT	iso1	b3794	1
ACMANAptspp	iso1	b1817	1
ACMANAptspp	iso1	b1818	1
ACMANAptspp	iso1	b1819	1
ACMANAptspp	iso1	b2415	1
ACMANAptspp	iso1	b2416	1
ACMANAtex	iso1	b0241	3
ACMANAtex	iso2	b0929	3
ACMANAtex	iso3	b1377	3
ACMANAtex	iso4	b2215	3
ACMUMptspp	iso1	b2415	1
ACMUMptspp	iso1	b2416	1
ACMUMptspp	iso1	b2417	1
ACMUMptspp	iso1	b2429	1
ACMUMtex	iso1	b0241	3
ACMUMtex	iso2	b0929	3
ACMUMtex	iso3	b1377	3
ACMUMtex	iso4	b2215	3
ACNAMt2pp	iso1	b3224	1
ACNAMtex	iso1	b0929	3
ACNAMtex	iso2	b2215	3
ACNAMtex	iso3	b4311	1
ACNML	iso1	b3225	4
ACOAD1f	iso1	b0221	1
ACOAD1fr	iso1	b1695	1
ACOAD2f	iso1	b0221	1
ACOAD3f	iso1	b0221	1
ACOAD4f	iso1	b0221	1
ACOAD5f	iso1	b0221	1
ACOAD6f	iso1	b0221	1
ACOAD7f	iso1	b0221	1
ACOAD8f	iso1	b0221	1
ACOATA	iso1	b1091	1
ACOATA	iso1	b1094	1
ACODA	iso1	b3957	2
ACOLIPAabctex	iso1	b0054	1
ACOLIPAabctex	iso1	b0641	1
ACOLIPAabctex	iso1	b3199	1
ACOLIPAabctex	iso1	b3200	1
ACOLIPAabctex	iso1	b3201	1
ACOLIPAabctex	iso1	b4261	1
ACOLIPAabctex	iso1	b4262	1
ACONIs	iso1	s0001	1
ACONMT	iso1	b1519	1
ACONTa	iso1	b0118	1
ACONTa	iso2	b1276	1
ACONTb	iso1	b0118	1
ACONTb	iso2	b1276	1
ACOTA	iso1	b1302	1
ACOTA	iso2	b1748	1
ACOTA	iso3	b2662	4
ACOTA	iso4	b3359	2
ACOXT	iso1	b2371	2
ACP1_FMN	iso1	b0446	1
ACP1_FMN	iso2	b0844	1
ACP1_FMN	iso3	b3812	1
ACP1p	iso1	b0383	1
ACPPAT120	iso1	b1090	1
ACPPAT120	iso1	b1094	1
ACPPAT140	iso1	b1090	1
ACPPAT140	iso1	b1094	1
ACPPAT141	iso1	b1090	1
ACPPAT141	iso1	b1094	1
ACPPAT160	iso1	b1090	1
ACPPAT160	iso1	b1094	1
ACPPAT161	iso1	b1090	1
ACPPAT161	iso1	b1094	1
ACPPAT180	iso1	b1090	1
ACPPAT180	iso1	b1094	1
ACPPAT181	iso1	b1090	1
ACPPAT181	iso1	b1094	1
ACPS1	iso1	b2563	2
ACPS1	iso2	b3475	1
ACSERtex	iso1	b0241	3
ACSERtex	iso2	b0929	3
ACSERtex	iso3	b1377	3
ACSERtex	iso4	b2215	3
ACSERtpp	iso1	b1533	1
ACSERtpp	iso2	b2578	1
ACS	iso1	b4069	1
ACt2rpp	iso1	b0010	1
ACt4pp	iso1	b4067	1
ACtex	iso1	b0241	3
ACtex	iso2	b0929	3
ACtex	iso3	b1377	3
ACtex	iso4	b2215	3
ADA	iso1	b1623	1
ADCL	iso1	b1096	2
ADCL	iso2	b4039	1
ADCS	iso1	b1812	1
ADCS	iso1	b3360	1
ADD	iso1	b3665	2
ADEt2rpp	iso1	b3654	1
ADEt2rpp	iso2	b3664	1
ADEt2rpp	iso3	b3714	1
ADEtex	iso1	b0241	3
ADEtex	iso2	b0929	3
ADEtex	iso3	b1377	3
ADEtex	iso4	b2215	3
ADK1	iso1	b0474	1
ADK3	iso1	b0474	1
ADK4	iso1	b0474	1
ADMDC	iso1	b0120	1
ADNCYC	iso1	b3806	1
ADNK1	iso1	b0474	1
ADNt2pp_copy1	iso1	b2393	1
ADNt2pp_copy1	iso2	b2964	1
ADNt2pp_copy2	iso1	b2406	1
ADNtex	iso1	b0411	1
ADNUC	iso1	b0030	1
ADOCBIK	iso1	b1993	2
ADOCBLabcpp	iso1	b0158	1
ADOCBLabcpp	iso1	b1709	2
ADOCBLabcpp	iso1	b1711	2
ADOCBLS	iso1	b1992	1
ADOCBLtonex	iso1	b1252	1
ADOCBLtonex	iso1	b3005	1
ADOCBLtonex	iso1	b3006	4
ADOCBLtonex	iso1	b3966	1
ADPRDP	iso1	b3034	2
ADPRDP	iso2	b3397	2
ADPT	iso1	b0469	2
ADSK	iso1	b2750	1
ADSL1r	iso1	b1131	4
ADSL2r	iso1	b1131	4
ADSS	iso1	b4177	2
AGDC	iso1	b0677	4
AGM3PA	iso1	b0110	1
AGM3PApp	iso1	b0867	1
AGM3PApp	iso2	b2435	1
AGM3PApp	iso3	b2817	1
AGM3PApp	iso4	b4169	1
AGM3PH	iso1	b1107	1
AGM3Pt2pp	iso1	b0433	1
AGM4PA	iso1	b0110	1
AGM4PApp	iso1	b0867	1
AGM4PApp	iso2	b2435	1
AGM4PApp	iso3	b2817	1
AGM4PApp	iso4	b4169	1
AGM4PCP	iso1	b1192	1
AGM4PCPpp	iso1	b2175	1
AGM4PH	iso1	b1107	1
AGM4Pt2pp	iso1	b0433	1
AGMHE	iso1	b3619	5
AGMH	iso1	b1107	1
AGMt2pp	iso1	b0433	1
AGMtex	iso1	b0241	3
AGMtex	iso2	b0929	3
AGMtex	iso3	b1377	3
AGMtex	iso4	b2215	3
AGMT	iso1	b2937	1
AGPAT120	iso1	b3018	1
AGPAT140	iso1	b3018	1
AGPAT141	iso1	b3018	1
AGPAT160	iso1	b3018	1
AGPAT161	iso1	b3018	1
AGPAT180	iso1	b3018	1
AGPAT181	iso1	b3018	1
AGPR	iso1	b3958	1
AGt3	iso1	b0572	3
AGt3	iso1	b0573	1
AGt3	iso1	b0574	6
AGt3	iso1	b0575	3
AHCYSNS	iso1	b0159	2
AHGDx	iso1	b2913	4
AI2abcpp	iso1	b1513	2
AI2abcpp	iso1	b1514	1
AI2abcpp	iso1	b1515	1
AI2abcpp	iso1	b1516	1
AI2K	iso1	b1511	1
AI2tex	iso1	b0241	3
AI2tex	iso2	b0929	3
AI2tex	iso3	b1377	3
AI2tex	iso4	b2215	3
AI2tpp	iso1	b1601	1
AICART	iso1	b4006	1
AIRC2	iso1	b0522	2
AIRC3	iso1	b0523	8
AKGDH	iso1	b0116	2
AKGDH	iso1	b0726	12
AKGDH	iso1	b0727	24
AKGt2rpp	iso1	b2587	1
AKGtex	iso1	b0241	3
AKGtex	iso2	b0929	3
AKGtex	iso3	b1377	3
AKGtex	iso4	b2215	3
ALAabcpp	iso1	b3454	1
ALAabcpp	iso1	b3455	1
ALAabcpp	iso1	b3456	1
ALAabcpp	iso1	b3457	1
ALAabcpp	iso1	b3460	1
ALAALAabcpp	iso1	b1483	1
ALAALAabcpp	iso1	b1484	1
ALAALAabcpp	iso1	b1485	1
ALAALAabcpp	iso1	b1486	1
ALAALAabcpp	iso1	b1487	1
ALAALAabcpp	iso2	b3540	1
ALAALAabcpp	iso2	b3541	1
ALAALAabcpp	iso2	b3542	1
ALAALAabcpp	iso2	b3543	1
ALAALAabcpp	iso2	b3544	1
ALAALAD	iso1	b1488	1
ALAALAr	iso1	b0092	1
ALAALAr	iso2	b0381	1
ALAALAtex	iso1	b0241	3
ALAALAtex	iso2	b0929	3
ALAALAtex	iso3	b1377	3
ALAALAtex	iso4	b2215	3
ALAGLUE	iso1	b1325	1
ALAR	iso1	b1190	1
ALAR	iso2	b4053	2
ALAt2pp	iso1	b4130	1
ALAt2pp	iso2	b4208	1
ALAt4pp	iso1	b0007	1
ALATA_D2	iso1	b0870	4
ALATA_D2	iso2	b2551	2
ALATA_L2	iso1	b0870	4
ALATA_L2	iso2	b2551	2
ALATA_L	iso1	b2290	2
ALATA_L	iso2	b2379	2
ALAtex	iso1	b0241	3
ALAtex	iso2	b0929	3
ALAtex	iso3	b1377	3
ALAtex	iso4	b2215	3
ALAtpp	iso1	b2670	1
ALCD19	iso1	b1241	1
ALCD19	iso2	b1478	1
ALCD2x	iso1	b1241	1
ALCD2x	iso2	b1478	1
ALDD19xr	iso1	b1385	2
ALDD2y	iso1	b0493	1
ALDD2y	iso2	b3003	1
ALDD2y	iso3	b3011	2
ALDD2y	iso4	b3588	4
ALDD2y	iso5	b4269	1
ALDD3y	iso1	b3011	2
ALDD3y	iso2	b3588	4
ALDD3y	iso3	b4269	1
ALKP	iso1	b2690	1
ALLabcpp	iso1	b4086	2
ALLabcpp	iso1	b4087	2
ALLabcpp	iso1	b4088	1
ALLK	iso1	b4084	1
ALLPI	iso1	b4090	2
ALLTAMH2	iso1	b0516	2
ALLtex	iso1	b0241	3
ALLtex	iso2	b0929	3
ALLtex	iso3	b1377	3
ALLtex	iso4	b2215	3
ALLTN	iso1	b0512	4
ALLTNt2rpp	iso1	b0511	1
ALLTNtex	iso1	b0241	3
ALLTNtex	iso2	b0929	3
ALLTNtex	iso3	b1377	3
ALLTNtex	iso4	b2215	3
ALLULPE	iso1	b4085	6
ALPATE160pp	iso1	b0657	1
ALPATE160pp	iso1	b1677	1
ALPATG160pp	iso1	b0657	1
ALPATG160pp	iso1	b1677	1
ALR2	iso1	b0207	1
ALR2	iso2	b1781	1
ALR2	iso3	b3001	4
ALR2	iso4	b3012	1
ALR2x	iso1	b1771	1
ALR4x	iso1	b3945	2
ALTRH	iso1	b3091	1
AM3PA	iso1	b0110	1
AM4PA	iso1	b0110	1
AM4PCP	iso1	b1192	1
AMALT1	iso1	b3416	1
AMALT2	iso1	b3416	1
AMALT3	iso1	b3416	1
AMALT4	iso1	b3416	1
AMANAPEr	iso1	b3223	1
AMANK	iso1	b3222	2
AMAOTr	iso1	b0774	2
AMMQLT8	iso1	b3833	1
AMPMS2	iso1	b3994	2
AMPN	iso1	b1982	6
AMPNTAT	iso1	b4093	2
AMPTASECG	iso1	b0237	1
AMPTASECG	iso2	b0932	1
AMPTASECG	iso3	b2523	6
AMPTASECG	iso4	b4260	6
AMPTASEPG	iso1	b0237	1
AMPTASEPG	iso2	b0932	1
AMPTASEPG	iso3	b2523	6
AMPTASEPG	iso4	b4260	6
AMPtex	iso1	b0241	3
AMPtex	iso2	b0929	3
AMPtex	iso3	b1377	3
AMPtex	iso4	b2215	3
ANHGMtex	iso1	b0241	3
ANHGMtex	iso2	b0929	3
ANHGMtex	iso3	b1377	3
ANHGMtex	iso4	b2215	3
ANHMK	iso1	b1640	1
ANPRT	iso1	b1263	1
ANS	iso1	b1263	2
ANS	iso1	b1264	2
AOBUTDs	iso1	s0001	1
AOXSr2	iso1	b0776	2
AP4AH	iso1	b0049	1
AP4AS	iso1	b4129	2
AP5AH	iso1	b0049	1
APCS	iso1	b0121	2
APG3PAT120	iso1	b3059	1
APG3PAT140	iso1	b3059	1
APG3PAT141	iso1	b3059	1
APG3PAT160	iso1	b3059	1
APG3PAT161	iso1	b3059	1
APG3PAT180	iso1	b3059	1
APG3PAT181	iso1	b3059	1
APH120	iso1	b0968	1
APH140	iso1	b0968	1
APH141	iso1	b0968	1
APH160	iso1	b0968	1
APH161	iso1	b0968	1
APH180	iso1	b0968	1
APH181	iso1	b0968	1
APPLDHr	iso1	b3945	2
APRAUR	iso1	b0414	2
ARABDI	iso1	b2802	6
ARAI	iso1	b0062	6
ARBabcpp	iso1	b1900	2
ARBabcpp	iso1	b1901	1
ARBabcpp	iso1	b4460	2
ARBt2rpp	iso1	b2841	1
ARBt3ipp	iso1	b1528	1
ARBtex	iso1	b0241	3
ARBtex	iso2	b0929	3
ARBtex	iso3	b1377	3
ARBtex	iso4	b2215	3
ARBTNabcpp	iso1	b0151	2
ARBTNabcpp	iso1	b0152	1
ARBTNabcpp	iso1	b0153	2
ARBTNexs	iso1	s0001	1
ARBTptspp	iso1	b2415	1
ARBTptspp	iso1	b2416	1
ARBTptspp	iso1	b2715	1
ARBTptspp	iso2	b2415	1
ARBTptspp	iso2	b2416	1
ARBTptspp	iso2	b3722	1
ARBTtex	iso1	b0241	3
ARBTtex	iso2	b0929	3
ARBTtex	iso3	b1377	3
ARBTtex	iso4	b2215	3
ARGabcpp	iso2	b2306	2
ARGabcpp	iso2	b2307	1
ARGabcpp	iso2	b2308	1
ARGabcpp	iso2	b2310	1
ARGAGMt7pp	iso1	b4115	2
ARGDC	iso1	b4117	10
ARGDCpp	iso1	b2938	4
ARGORNt7pp	iso1	b1605	1
ARGSL	iso1	b3960	1
ARGSS	iso1	b3172	4
ARGt3pp	iso1	b2923	1
ARGtex	iso1	b0241	3
ARGtex	iso2	b0929	3
ARGtex	iso3	b1377	3
ARGtex	iso4	b2215	3
ARHGDx	iso1	b2913	4
ARMEPNS	iso1	b4096	1
ARMEPNS	iso1	b4099	1
ARMEPNS	iso1	b4100	1
ARMEPNS	iso1	b4101	1
ASAD	iso1	b3433	2
ASCBPL	iso1	b4192	1
ASCBptspp	iso1	b2415	1
ASCBptspp	iso1	b2416	1
ASCBptspp	iso1	b4193	1
ASCBptspp	iso1	b4194	1
ASCBptspp	iso1	b4195	1
ASCBtex	iso1	b0241	3
ASCBtex	iso2	b0929	3
ASCBtex	iso3	b1377	3
ASCBtex	iso4	b2215	3
ASNN	iso1	b0828	1
ASNN	iso2	b1767	4
ASNNpp	iso1	b2957	4
ASNS1	iso1	b0674	2
ASNS2	iso1	b0674	2
ASNS2	iso2	b3744	2
ASNt2rpp	iso1	b1453	1
ASNtex	iso1	b0241	3
ASNtex	iso2	b0929	3
ASNtex	iso3	b1377	3
ASNtex	iso4	b2215	3
ASO3t8pp	iso1	b3502	1
ASO3tex	iso1	b0241	3
ASO3tex	iso2	b0929	3
ASO3tex	iso3	b1377	3
ASO3tex	iso4	b2215	3
ASP1DC	iso1	b0131	1
ASPabcpp	iso1	b0652	2
ASPabcpp	iso1	b0653	1
ASPabcpp	iso1	b0654	1
ASPabcpp	iso1	b0655	1
ASPCT	iso1	b4244	6
ASPCT	iso1	b4245	6
ASPCT	iso2	b4245	1
ASPK	iso1	b0002	4
ASPK	iso2	b3940	4
ASPK	iso3	b4024	2
ASPO3	iso1	b2574	1
ASPO4	iso1	b2574	1
ASPO5	iso1	b2574	1
ASPO6	iso1	b2574	1
ASPt2_2pp	iso1	b3528	1
ASPt2_3pp	iso1	b4123	1
ASPt2_3pp	iso2	b4138	1
ASPt2pp	iso1	b4077	1
ASPTA	iso1	b0928	2
ASPTA	iso2	b4054	2
ASPtex	iso1	b0241	3
ASPtex	iso2	b0929	3
ASPtex	iso3	b1377	3
ASPtex	iso4	b2215	3
ASPT	iso1	b4139	4
ASPtpp	iso1	b1206	1
ASR	iso1	b1064	1
ASR	iso1	b3503	1
AST	iso1	b1747	1
ATHRDHr	iso1	b1539	4
ATPHs	iso1	s0001	1
ATPPRT	iso1	b2019	1
