reaction	isozyme	gene_product	stoichiometry
ATPS4rpp	iso1	b3731	1
ATPS4rpp	iso1	b3732	3
ATPS4rpp	iso1	b3733	1
ATPS4rpp	iso1	b3734	3
ATPS4rpp	iso1	b3735	1
ATPS4rpp	iso1	b3736	2
ATPS4rpp	iso1	b3737	10
ATPS4rpp	iso1	b3738	1
BALAt2pp	iso1	b4208	1
BALAtex	iso1	b0241	3
BALAtex	iso2	b0929	3
BALAtex	iso3	b1377	3
BALAtex	iso4	b2215	3
BETALDHx	iso1	b0312	1
BETALDHy	iso1	b0312	1
BGLA1	iso1	b1734	4
BGLA1	iso2	b2716	1
BGLA1	iso3	b3721	1
BMOCOS	iso1	b0827	2
BMOGDS1	iso1	b3856	1
BMOGDS1	iso1	b3857	1
BMOGDS1	iso2	b3857	1
BMOGDS2	iso1	b3856	1
BMOGDS2	iso1	b3857	1
BMOGDS2	iso2	b3857	1
BPNT	iso1	b4214	1
BSORx	iso1	b3551	1
BSORy	iso1	b3551	1
BTNtex	iso1	b0241	3
BTNtex	iso2	b0929	3
BTNtex	iso3	b1377	3
BTNtex	iso4	b2215	3
BTS5	iso1	b0775	2
BUTCT	iso1	b2221	1
BUTCT	iso1	b2222	1
BUTSO3abcpp	iso1	b0365	1
BUTSO3abcpp	iso1	b0366	2
BUTSO3abcpp	iso1	b0367	2
BUTSO3abcpp	iso2	b0933	2
BUTSO3abcpp	iso2	b0934	2
BUTSO3abcpp	iso2	b0936	1
BUTSO3tex	iso1	b0241	3
BUTSO3tex	iso2	b0929	3
BUTSO3tex	iso3	b1377	3
BUTSO3tex	iso4	b2215	3
BUTt2rpp	iso1	b2223	1
BUTtex	iso1	b0241	3
BUTtex	iso2	b0929	3
BUTtex	iso3	b1377	3
BUTtex	iso4	b2215	3
BWCOGDS1	iso1	b3856	1
BWCOGDS1	iso1	b3857	1
BWCOGDS1	iso2	b3857	1
BWCOGDS2	iso1	b3856	1
BWCOGDS2	iso1	b3857	1
BWCOGDS2	iso2	b3857	1
BWCOS	iso1	b0827	2
CA2t3pp	iso1	b1216	1
CA2tex	iso1	b0241	3
CA2tex	iso2	b0929	3
CA2tex	iso3	b1377	3
CA2tex	iso4	b2215	3
CADVtpp	iso1	b4132	1
CAt6pp	iso1	b3196	1
CAT	iso1	b1732	4
CAT	iso2	b3942	4
CBIAT	iso1	b1270	1
CBItonex	iso1	b1252	1
CBItonex	iso1	b3005	1
CBItonex	iso1	b3006	4
CBItonex	iso1	b3966	1
CBIuabcpp	iso1	b0158	1
CBIuabcpp	iso1	b1709	2
CBIuabcpp	iso1	b1711	2
CBL1abcpp	iso1	b0158	1
CBL1abcpp	iso1	b1709	2
CBL1abcpp	iso1	b1711	2
CBL1tonex	iso1	b1252	1
CBL1tonex	iso1	b3005	1
CBL1tonex	iso1	b3006	4
CBL1tonex	iso1	b3966	1
CBLAT	iso1	b1270	1
CBMD	iso1	s0001	1
CBMKr	iso1	b0521	2
CBPS	iso1	b0032	4
CBPS	iso1	b0033	4
CCGS	iso1	b0444	1
CD2abcpp	iso1	b3469	1
CD2t3pp	iso1	b0752	1
CD2t3pp	iso2	b3915	2
CD2tex	iso1	b0241	3
CD2tex	iso2	b0929	3
CD2tex	iso3	b1377	3
CD2tex	iso4	b2215	3
CD2tpp	iso1	b3040	1
CDAPPA120	iso1	b3918	1
CDAPPA140	iso1	b3918	1
CDAPPA141	iso1	b3918	1
CDAPPA160	iso1	b3918	1
CDAPPA161	iso1	b3918	1
CDAPPA180	iso1	b3918	1
CDAPPA181	iso1	b3918	1
CDGR	iso1	b2794	2
CDGUNPD	iso1	b0315	1
CDGUNPD	iso2	b1285	1
CDGUNPD	iso3	b1489	2
CDGUNPD	iso4	b2503	1
CDGUNPD	iso5	b3525	1
CDPMEK	iso1	b1208	2
CDPPH	iso1	b3614	1
CELBpts	iso1	b1736	1
CELBpts	iso1	b1737	1
CELBpts	iso1	b1738	1
CELBpts	iso1	b2415	1
CELBpts	iso1	b2416	1
CELBpts	iso2	b2415	1
CELBpts	iso2	b2416	1
CELBpts	iso2	b2715	1
CFAS160E	iso1	b1661	2
CFAS160G	iso1	b1661	2
CFAS180E	iso1	b1661	2
CFAS180G	iso1	b1661	2
CGLYabcpp	iso1	b3540	1
CGLYabcpp	iso1	b3541	1
CGLYabcpp	iso1	b3542	1
CGLYabcpp	iso1	b3543	1
CGLYabcpp	iso1	b3544	1
CGLYtex	iso1	b0241	3
CGLYtex	iso2	b0929	3
CGLYtex	iso3	b1377	3
CGLYtex	iso4	b2215	3
CHLabcpp	iso1	b2128	1
CHLabcpp	iso1	b2129	2
CHLabcpp	iso1	b2130	1
CHLabcpp	iso1	b2131	1
CHLt2pp	iso1	b0314	1
CHLt2pp	iso2	b1801	1
CHLt3pp	iso1	b0543	2
CHLtex	iso1	b0241	3
CHLtex	iso2	b0929	3
CHLtex	iso3	b1377	3
CHLtex	iso4	b2215	3
CHOLATEtpp	iso1	b4337	1
CHOLD	iso1	b0311	1
CHOLID	iso1	b1619	4
CHORM	iso1	b2599	2
CHORM	iso2	b2600	1
CHORS	iso1	b2329	4
CHRPL	iso1	b1096	2
CHRPL	iso2	b4039	1
CHTBSptspp	iso1	b1736	1
CHTBSptspp	iso1	b1737	1
CHTBSptspp	iso1	b1738	1
CHTBSptspp	iso1	b2415	1
CHTBSptspp	iso1	b2416	1
CHTBStex	iso1	b0241	3
CHTBStex	iso2	b0681	1
CHTBStex	iso3	b0929	3
CHTBStex	iso4	b1377	3
CHTBStex	iso5	b2215	3
CINNDO	iso1	b2538	1
CINNDO	iso1	b2539	1
CINNDO	iso1	b2540	1
CINNDO	iso1	b2542	1
CITL	iso1	b0614	1
CITL	iso1	b0615	1
CITL	iso1	b0616	1
CITL	iso1	b0617	1
CITt7pp	iso1	b0612	1
CITtex	iso1	b0241	3
CITtex	iso2	b0929	3
CITtex	iso3	b1377	3
CITtex	iso4	b2215	3
CLBtex	iso1	b0241	3
CLBtex	iso2	b0929	3
CLBtex	iso3	b1377	3
CLBtex	iso4	b2215	3
CLIPAabctex	iso1	b0054	1
CLIPAabctex	iso1	b0641	1
CLIPAabctex	iso1	b3199	1
CLIPAabctex	iso1	b3200	1
CLIPAabctex	iso1	b3201	1
CLIPAabctex	iso1	b4261	1
CLIPAabctex	iso1	b4262	1
CLPNS120pp	iso1	b0789	1
CLPNS120pp	iso2	b1249	1
CLPNS140pp	iso1	b0789	1
CLPNS140pp	iso2	b1249	1
CLPNS141pp	iso1	b0789	1
CLPNS141pp	iso2	b1249	1
CLPNS160pp	iso1	b0789	1
CLPNS160pp	iso2	b1249	1
CLPNS161pp	iso1	b0789	1
CLPNS161pp	iso2	b1249	1
CLPNS180pp	iso1	b0789	1
CLPNS180pp	iso2	b1249	1
CLPNS181pp	iso1	b0789	1
CLPNS181pp	iso2	b1249	1
CLt3_2pp	iso1	b0155	2
CLtex	iso1	b0241	3
CLtex	iso2	b0929	3
CLtex	iso3	b1377	3
CLtex	iso4	b2215	3
CLtipp	iso1	b1592	1
CMPtex	iso1	b0241	3
CMPtex	iso2	b0929	3
CMPtex	iso3	b1377	3
CMPtex	iso4	b2215	3
CMtex	iso1	b0241	3
CMtex	iso2	b0929	3
CMtex	iso3	b1377	3
CMtex	iso4	b2215	3
CMtpp	iso1	b0462	3
CMtpp	iso1	b0463	6
CMtpp	iso1	b3035	3
CMtpp	iso2	b0463	6
CMtpp	iso2	b2470	3
CMtpp	iso2	b3035	3
CO2tex	iso1	b0241	3
CO2tex	iso2	b0929	3
CO2tex	iso3	b1377	3
CO2tex	iso4	b2215	3
CO2tpp	iso1	s0001	1
COBALT2abcpp	iso1	b3469	1
COBALT2t3pp	iso1	b0752	1
COBALT2t3pp	iso2	b3915	2
COBALT2tex	iso1	b0241	3
COBALT2tex	iso2	b0929	3
COBALT2tex	iso3	b1377	3
COBALT2tex	iso4	b2215	3
COBALT2tpp	iso1	b3040	1
COBALT2tpp	iso2	b3816	5
COLIPAabcpp	iso1	b0914	2
COLIPAabctex	iso1	b0054	1
COLIPAabctex	iso1	b0641	1
COLIPAabctex	iso1	b3199	1
COLIPAabctex	iso1	b3200	1
COLIPAabctex	iso1	b3201	1
COLIPAabctex	iso1	b4261	1
COLIPAabctex	iso1	b4262	1
COLIPAKpp	iso1	b2174	1
COLIPAPabctex	iso1	b0054	1
COLIPAPabctex	iso1	b0641	1
COLIPAPabctex	iso1	b3199	1
COLIPAPabctex	iso1	b3200	1
COLIPAPabctex	iso1	b3201	1
COLIPAPabctex	iso1	b4261	1
COLIPAPabctex	iso1	b4262	1
CPGNabcpp	iso1	b0151	2
CPGNabcpp	iso1	b0152	1
CPGNabcpp	iso1	b0153	2
CPGNexs	iso1	s0001	1
CPGNtonex	iso1	b1102	1
CPGNtonex	iso1	b1252	1
CPGNtonex	iso1	b3005	3
CPGNtonex	iso1	b3006	6
CPH4S	iso1	b2765	1
CPL	iso1	b4098	1
CPMPS	iso1	b0781	1
CPMPS	iso1	b0783	1
CPPPGO2	iso1	b3867	1
CPPPGO	iso1	b2436	2
CRNabcpp	iso1	b2677	2
CRNabcpp	iso1	b2678	2
CRNabcpp	iso1	b2679	1
CRNBTCT	iso1	b0038	2
CRNCAL2	iso1	b0037	1
CRNCAR	iso1	b0036	3
CRNCBCT	iso1	b0038	2
CRNCDH	iso1	b0036	3
CRNDabcpp	iso1	b2677	2
CRNDabcpp	iso1	b2678	2
CRNDabcpp	iso1	b2679	1
CRNDCAL2	iso1	b0037	1
CRNDt2rpp	iso1	b4111	1
CRNDtex	iso1	b0241	3
CRNDtex	iso2	b0929	3
CRNDtex	iso3	b1377	3
CRNDtex	iso4	b2215	3
CRNt2rpp	iso1	b4111	1
CRNt7pp	iso1	b0040	1
CRNt8pp	iso1	b0040	1
CRNtex	iso1	b0241	3
CRNtex	iso2	b0929	3
CRNtex	iso3	b1377	3
CRNtex	iso4	b2215	3
CS1tex	iso1	b0241	3
CS1tex	iso2	b0929	3
CS1tex	iso3	b1377	3
CS1tex	iso4	b2215	3
CS	iso1	b0720	6
CSND	iso1	b0337	6
CSNt2pp	iso1	b0336	1
CSNtex	iso1	b0241	3
CSNtex	iso2	b0929	3
CSNtex	iso3	b1377	3
CSNtex	iso4	b2215	3
CTBTabcpp	iso1	b2677	2
CTBTabcpp	iso1	b2678	2
CTBTabcpp	iso1	b2679	1
CTBTCAL2	iso1	b0037	1
CTBTt2rpp	iso1	b4111	1
CTECOAI6	iso1	b3846	1
CTECOAI7	iso1	b3846	1
CTECOAI8	iso1	b3846	1
CTPS2	iso1	b2780	2
CU1abcpp	iso1	b0484	1
CU1Opp	iso1	b0123	1
CU2abcpp	iso1	b3469	1
CU2tex	iso1	b0241	3
CU2tex	iso2	b0929	3
CU2tex	iso3	b1377	3
CU2tex	iso4	b2215	3
CU2tpp	iso1	b3040	1
CURR	iso1	b1449	2
CUt2pp	iso1	b0465	1
CUt2pp	iso2	b0577	7
CUt2pp	iso3	b0808	7
CUt2pp	iso4	b1330	7
CUt2pp	iso5	b2924	7
CUt2pp	iso6	b3291	5
CUt2pp	iso7	b4159	7
CUt3	iso1	b0572	3
CUt3	iso1	b0573	1
CUt3	iso1	b0574	6
CUt3	iso1	b0575	3
CUtex	iso1	b0241	3
CUtex	iso2	b0929	3
CUtex	iso3	b1377	3
CUtex	iso4	b2215	3
CXSAMS	iso1	b1870	2
CYANST	iso1	b2521	1
CYANST	iso2	b2668	1
CYANST	iso3	b3425	2
CYANSTpp	iso1	b1308	1
CYANtex	iso1	b0241	3
CYANtex	iso2	b0929	3
CYANtex	iso3	b1377	3
CYANtex	iso4	b2215	3
CYNTAH	iso1	b0340	10
CYNTt2pp	iso1	b0341	1
CYNTtex	iso1	b0241	3
CYNTtex	iso2	b0929	3
CYNTtex	iso3	b1377	3
CYNTtex	iso4	b2215	3
CYSabc2pp	iso1	b0886	1
CYSabc2pp	iso1	b0887	1
CYSabcpp	iso1	b1917	2
CYSabcpp	iso1	b1918	2
CYSabcpp	iso1	b1920	1
CYSDDS	iso1	b1919	2
CYSDS	iso1	b3008	4
CYSDS	iso2	b3708	4
CYSDtex	iso1	b0241	3
CYSDtex	iso2	b0929	3
CYSDtex	iso3	b1377	3
CYSDtex	iso4	b2215	3
CYSItex	iso1	b0241	3
CYSItex	iso2	b0929	3
CYSItex	iso3	b1377	3
CYSItex	iso4	b2215	3
CYSItpp	iso1	b3943	1
CYSSADS	iso1	b1680	2
CYSSADS	iso2	b2810	2
CYSS	iso1	b2414	2
CYSS	iso2	b2421	2
CYSTA	iso1	b0928	2
CYStex	iso1	b0241	3
CYStex	iso2	b0929	3
CYStex	iso3	b1377	3
CYStex	iso4	b2215	3
CYSTL	iso1	b1622	2
CYSTL	iso2	b3008	4
CYStpp	iso1	b1533	1
CYStpp	iso2	b2578	1
CYTBD2pp	iso1	b0978	1
CYTBD2pp	iso1	b0979	1
CYTBDpp	iso1	b0733	1
CYTBDpp	iso1	b0734	1
CYTBDpp	iso1	b4515	1
CYTBDpp	iso2	b0978	1
CYTBDpp	iso2	b0979	1
CYTBO3_4pp	iso1	b0429	1
CYTBO3_4pp	iso1	b0430	1
CYTBO3_4pp	iso1	b0431	1
CYTBO3_4pp	iso1	b0432	1
CYTDH	iso1	b0030	1
CYTDH	iso2	b0651	1
CYTDH	iso3	b2162	4
CYTD	iso1	b2143	2
CYTDK1	iso1	b2066	4
CYTDK2	iso1	b2066	4
CYTDt2pp_copy1	iso1	b2393	1
CYTDt2pp_copy1	iso2	b2964	1
CYTDt2pp_copy2	iso1	b2406	1
CYTDtex	iso1	b0241	3
CYTDtex	iso2	b0929	3
CYTDtex	iso3	b1377	3
CYTDtex	iso4	b2215	3
CYTK1	iso1	b0910	1
CYTK2	iso1	b0910	1
DAAD	iso1	b1189	1
DADA	iso1	b1623	1
DADK	iso1	b0474	1
DADNt2pp	iso1	b2393	1
DADNt2pp	iso2	b2964	1
DADNtex	iso1	b0411	1
DAGK120	iso1	b4042	3
DAGK140	iso1	b4042	3
DAGK141	iso1	b4042	3
DAGK160	iso1	b4042	3
DAGK161	iso1	b4042	3
DAGK180	iso1	b4042	3
DAGK181	iso1	b4042	3
DALAt2pp	iso1	b4208	1
DALAtex	iso1	b0241	3
DALAtex	iso2	b0929	3
DALAtex	iso3	b1377	3
DALAtex	iso4	b2215	3
DAMPtex	iso1	b0241	3
DAMPtex	iso2	b0929	3
DAMPtex	iso3	b1377	3
DAMPtex	iso4	b2215	3
DAPAL	iso1	b2871	2
DAPDC	iso1	b2838	1
DAPE	iso1	b3809	2
DAPtex	iso1	b0241	3
DAPtex	iso2	b0929	3
DAPtex	iso3	b1377	3
DAPtex	iso4	b2215	3
DASYN120	iso1	b0175	1
DASYN140	iso1	b0175	1
DASYN141	iso1	b0175	1
DASYN160	iso1	b0175	1
DASYN161	iso1	b0175	1
DASYN180	iso1	b0175	1
DASYN181	iso1	b0175	1
DATPHs	iso1	s0001	1
DB4PS	iso1	b3041	2
DBTS	iso1	b0778	2
DC6PDA	iso1	b1733	2
DCAtex	iso1	b0241	3
DCAtex	iso2	b0929	3
DCAtex	iso3	b1377	3
DCAtex	iso4	b2215	3
DCMPtex	iso1	b0241	3
DCMPtex	iso2	b0929	3
DCMPtex	iso3	b1377	3
DCMPtex	iso4	b2215	3
DCTPD	iso1	b2065	3
DCYTD	iso1	b2143	2
DCYTt2pp	iso1	b2393	1
DCYTt2pp	iso2	b2964	1
DCYTtex	iso1	b0411	1
DDCAtexi	iso1	b2344	1
DDGALK	iso1	b3693	1
DDGLCNt2rpp	iso1	b3909	1
DDGLCNtex	iso1	b0241	3
DDGLCNtex	iso2	b0929	3
DDGLCNtex	iso3	b1377	3
DDGLCNtex	iso4	b2215	3
DDGLK	iso1	b3526	1
DDPA	iso1	b0754	4
DDPA	iso2	b1704	1
DDPA	iso3	b2601	1
DDPGALA	iso1	b4477	3
DGK1	iso1	b3648	4
DGMPtex	iso1	b0241	3
DGMPtex	iso2	b0929	3
DGMPtex	iso3	b1377	3
DGMPtex	iso4	b2215	3
DGSNt2pp	iso1	b2964	1
DGSNtex	iso1	b0241	3
DGSNtex	iso2	b0929	3
DGSNtex	iso3	b1377	3
DGSNtex	iso4	b2215	3
DGUNC	iso1	b1025	2
DGUNC	iso2	b1341	1
DGUNC	iso3	b1490	1
DGUNC	iso4	b1535	2
DGUNC	iso5	b1794	2
DHACOAH	iso1	b1393	1
DHAD1	iso1	b3771	2
DHAD2	iso1	b3771	2
DHAPT	iso1	b1198	1
DHAPT	iso1	b1199	1
DHAPT	iso1	b1200	1
DHAPT	iso1	b2415	1
DHAPT	iso1	b2416	1
DHAtex	iso1	b0241	3
DHAtex	iso2	b0929	3
DHAtex	iso3	b1377	3
DHAtex	iso4	b2215	3
DHBD	iso1	b0596	4
DHBS	iso1	b0594	1
DHBSZ3FEabcpp	iso1	b0588	2
DHBSZ3FEabcpp	iso1	b0589	1
DHBSZ3FEabcpp	iso1	b0590	1
DHBSZ3FEabcpp	iso1	b0592	1
DHCIND	iso1	b2541	1
DHCINDO	iso1	b0348	4
DHCURR	iso1	b1449	2
DHDPRy	iso1	b0031	4
DHDPS	iso1	b2478	4
DHFR	iso1	b0048	1
DHFR	iso2	b1606	1
DHFS	iso1	b2315	1
DHGLYH	iso1	s0001	1
DHMPTR	iso1	b1606	1
DHNAOT4	iso1	b3930	1
DHNCOAS	iso1	b2262	6
DHNCOAT	iso1	b1686	4
DHNPA2r	iso1	b3058	8
DHNPTE	iso1	b3058	8
DHORD2	iso1	b0945	1
DHORD5	iso1	b0945	1
DHORTS	iso1	b1062	2
DHPPDA2	iso1	b0414	2
DHPPD	iso1	b2541	1
DHPS2	iso1	b3177	2
DHPStex	iso1	b3875	1
DHPStr	iso1	b3877	1
DHPTDCs2	iso1	s0001	1
DHPTDNR	iso1	b0578	2
DHPTDNRN	iso1	b0578	2
DHPTPE	iso1	b2303	8
DHQS	iso1	b3389	1
DHQTi	iso1	b1693	2
DIMPtex	iso1	b0241	3
DIMPtex	iso2	b0929	3
DIMPtex	iso3	b1377	3
DIMPtex	iso4	b2215	3
DINSt2pp	iso1	b2964	1
DINStex	iso1	b0241	3
DINStex	iso2	b0929	3
DINStex	iso3	b1377	3
DINStex	iso4	b2215	3
DKGLCNR1	iso1	b0207	1
DKGLCNR1	iso2	b3012	1
DKGLCNR2x	iso1	b3553	2
DKGLCNR2y	iso1	b3553	2
D_LACt2pp	iso1	b2975	1
D_LACt2pp	iso2	b3603	1
D_LACtex	iso1	b0241	3
D_LACtex	iso2	b0929	3
D_LACtex	iso3	b1377	3
D_LACtex	iso4	b2215	3
DMATT	iso1	b0421	1
DMPPS	iso1	b0029	2
DMQMT	iso1	b2232	2
DMSOR1	iso1	b0894	1
DMSOR1	iso1	b0895	1
DMSOR1	iso1	b0896	1
DMSOR1pp	iso1	b1872	1
DMSOR1pp	iso1	b1873	1
DMSOR2	iso1	b0894	1
DMSOR2	iso1	b0895	1
DMSOR2	iso1	b0896	1
DMSOR2pp	iso1	b1872	1
DMSOR2pp	iso1	b1873	1
DMSOtex	iso1	b0241	3
DMSOtex	iso2	b0929	3
DMSOtex	iso3	b1377	3
DMSOtex	iso4	b2215	3
DMSOtpp	iso1	s0001	1
DMStex	iso1	b0241	3
DMStex	iso2	b0929	3
DMStex	iso3	b1377	3
DMStex	iso4	b2215	3
DNTPPA	iso1	b0099	1
DNTPPA	iso2	b1865	1
DOGULNR	iso1	b3575	2
DOPAtex	iso1	b0241	3
DOPAtex	iso2	b0929	3
DOPAtex	iso3	b1377	3
DOPAtex	iso4	b2215	3
DOXRBCNtex	iso1	b0241	3
DOXRBCNtex	iso2	b0929	3
DOXRBCNtex	iso3	b1377	3
DOXRBCNtex	iso4	b2215	3
DOXRBCNtpp	iso1	b0462	3
DOXRBCNtpp	iso1	b0463	6
DOXRBCNtpp	iso1	b3035	3
DOXRBCNtpp	iso2	b0463	6
DOXRBCNtpp	iso2	b2470	3
DOXRBCNtpp	iso2	b3035	3
DPCOAK	iso1	b0103	1
DPR	iso1	b0425	1
DPR	iso2	b3774	4
DRPA	iso1	b4381	1
DSBAO1	iso1	b1185	1
DSBAO1	iso1	b3860	1
DSBAO2	iso1	b1185	1
DSBAO2	iso1	b3860	1
DSBCGT	iso1	b2893	2
DSBDR	iso1	b2582	1
DSBDR	iso1	b4136	1
DSBDR	iso2	b3781	1
DSBDR	iso2	b4136	1
DSBGGT	iso1	b0604	2
DSERDHr	iso1	b1539	4
DSERt2pp	iso1	b4208	1
DSERtex	iso1	b0241	3
DSERtex	iso2	b0929	3
DSERtex	iso3	b1377	3
DSERtex	iso4	b2215	3
DTARTD	iso1	b4122	2
DTMPK	iso1	b1098	2
DTMPtex	iso1	b0241	3
DTMPtex	iso2	b0929	3
DTMPtex	iso3	b1377	3
DTMPtex	iso4	b2215	3
DUMPtex	iso1	b0241	3
DUMPtex	iso2	b0929	3
DUMPtex	iso3	b1377	3
DUMPtex	iso4	b2215	3
DURADx	iso1	b2146	2
DURADx	iso1	b2147	2
DURIK1	iso1	b1238	4
DURIPP	iso1	b4382	2
DURIPP	iso2	b4384	6
DURIt2pp	iso1	b2393	1
DURIt2pp	iso2	b2964	1
DURItex	iso1	b0411	1
DUTPDP	iso1	b2251	1
DUTPDP	iso2	b3640	3
DXPRIi	iso1	b0173	2
DXPS	iso1	b0420	2
DXYLK	iso1	b3564	2
DXYLONtex	iso1	b0929	3
DXYLONtex	iso2	b1377	3
DXYLONtex	iso3	b2215	3
DXYLTD	iso1	b0269	1
DXYLTD	iso2	b4297	1
E4PD	iso1	b1779	4
E4PD	iso2	b2927	4
E4PP	iso1	b0822	2
E4PP	iso2	b1727	1
E4PP	iso3	b2293	1
E4PP	iso4	b2690	1
E4PP	iso5	b3826	1
EAR100x	iso1	b1288	4
EAR100y	iso1	b1288	4
EAR120x	iso1	b1288	4
EAR120y	iso1	b1288	4
EAR121x	iso1	b1288	4
EAR121y	iso1	b1288	4
EAR140x	iso1	b1288	4
EAR140y	iso1	b1288	4
EAR141x	iso1	b1288	4
EAR141y	iso1	b1288	4
EAR160x	iso1	b1288	4
EAR160y	iso1	b1288	4
EAR161x	iso1	b1288	4
EAR161y	iso1	b1288	4
EAR180x	iso1	b1288	4
EAR180y	iso1	b1288	4
EAR181x	iso1	b1288	4
EAR181y	iso1	b1288	4
EAR40x	iso1	b1288	4
EAR40y	iso1	b1288	4
EAR60x	iso1	b1288	4
EAR60y	iso1	b1288	4
EAR80x	iso1	b1288	4
EAR80y	iso1	b1288	4
ECA4COLIPAabctex	iso1	b0054	1
ECA4COLIPAabctex	iso1	b0641	1
ECA4COLIPAabctex	iso1	b3199	1
ECA4COLIPAabctex	iso1	b3200	1
ECA4COLIPAabctex	iso1	b3201	1
ECA4COLIPAabctex	iso1	b4261	1
ECA4COLIPAabctex	iso1	b4262	1
ECA4OALpp	iso1	b3622	1
ECAP1pp	iso1	b3785	1
ECAP1pp	iso1	b3793	1
ECAP2pp	iso1	b3785	1
ECAP2pp	iso1	b3793	1
ECAP3pp	iso1	b3785	1
ECAP3pp	iso1	b3793	1
ECAtpp	iso1	b3792	1
ECOAH1	iso1	b2341	1
ECOAH1	iso2	b3846	1
ECOAH2	iso1	b2341	1
ECOAH2	iso2	b3846	1
ECOAH3	iso1	b2341	1
ECOAH3	iso2	b3846	1
ECOAH4	iso1	b2341	1
ECOAH4	iso2	b3846	1
ECOAH5	iso1	b2341	1
ECOAH5	iso2	b3846	1
ECOAH6	iso1	b2341	1
ECOAH6	iso2	b3846	1
ECOAH7	iso1	b2341	1
ECOAH7	iso2	b3846	1
ECOAH8	iso1	b2341	1
ECOAH8	iso2	b3846	1
EDA	iso1	b1850	3
EDD	iso1	b1851	1
EDTXS1	iso1	b1054	1
EDTXS2	iso1	b1855	1
EDTXS3	iso1	b2378	1
EDTXS4	iso1	b1855	1
EGMEACPR	iso1	b1288	4
ENLIPAabctex	iso1	b0054	1
ENLIPAabctex	iso1	b0641	1
ENLIPAabctex	iso1	b3199	1
ENLIPAabctex	iso1	b3200	1
ENLIPAabctex	iso1	b3201	1
ENLIPAabctex	iso1	b4261	1
ENLIPAabctex	iso1	b4262	1
ENO	iso1	b2779	1
ENTCS	iso1	b0583	1
ENTERES	iso1	b0585	1
EPMEACPR	iso1	b1288	4
ETHAAL	iso1	b2440	6
ETHAAL	iso1	b2441	6
ETHAtex	iso1	b0241	3
ETHAtex	iso2	b0929	3
ETHAtex	iso3	b1377	3
ETHAtex	iso4	b2215	3
ETHSO3abcpp	iso1	b0933	2
ETHSO3abcpp	iso1	b0934	2
ETHSO3abcpp	iso1	b0936	1
ETHSO3tex	iso1	b0241	3
ETHSO3tex	iso2	b0929	3
ETHSO3tex	iso3	b1377	3
ETHSO3tex	iso4	b2215	3
ETOHtex	iso1	b0241	3
ETOHtex	iso2	b0929	3
ETOHtex	iso3	b1377	3
ETOHtex	iso4	b2215	3
ETOHtrpp	iso1	s0001	1
F1PP	iso1	b0822	2
F1PP	iso2	b2293	1
F1PP	iso3	b2690	1
F1PP	iso4	b3697	2
F6PA	iso1	b0825	10
F6PA	iso2	b3946	10
F6PP	iso1	b0822	2
F6PP	iso2	b2293	1
F6PP	iso3	b2690	1
F6PP	iso4	b3697	2
F6PP	iso5	b3826	1
F6Pt6_2pp	iso1	b3666	1
F6Ptex	iso1	b0241	3
F6Ptex	iso2	b0929	3
F6Ptex	iso3	b1377	3
F6Ptex	iso4	b2215	3
FA100ACPHi	iso1	b0404	1
FA120ACPHi	iso1	b0404	1
FA140ACPHi	iso1	b0404	1
FA141ACPHi	iso1	b0404	1
FA160ACPHi	iso1	b0404	1
FA161ACPHi	iso1	b0404	1
FA80ACPHi	iso1	b0404	1
FACOAE100	iso1	b0452	4
FACOAE120	iso1	b0452	4
FACOAE140	iso1	b0452	4
FACOAE141	iso1	b0452	4
FACOAE160	iso1	b0452	4
FACOAE161	iso1	b0452	4
FACOAE180	iso1	b0452	4
FACOAE181	iso1	b0452	4
FACOAE60	iso1	b0452	4
FACOAE80	iso1	b0452	4
FACOAL100t2pp	iso1	b1701	2
FACOAL100t2pp	iso2	b1805	2
FACOAL120t2pp	iso1	b1701	2
FACOAL120t2pp	iso2	b1805	2
FACOAL140t2pp	iso1	b1701	2
FACOAL140t2pp	iso2	b1805	2
FACOAL141t2pp	iso1	b1701	2
FACOAL141t2pp	iso2	b1805	2
FACOAL160t2pp	iso1	b1701	2
FACOAL160t2pp	iso2	b1805	2
FACOAL161t2pp	iso1	b1701	2
FACOAL161t2pp	iso2	b1805	2
FACOAL180t2pp	iso1	b1701	2
FACOAL180t2pp	iso2	b1805	2
FACOAL181t2pp	iso1	b1701	2
FACOAL181t2pp	iso2	b1805	2
FACOAL60t2pp	iso1	b1701	2
FACOAL60t2pp	iso2	b1805	2
FACOAL80t2pp	iso1	b1701	2
FACOAL80t2pp	iso2	b1805	2
FADRx2	iso1	b2763	4
FADRx2	iso1	b2764	8
FADRx	iso1	b3844	1
FADtex	iso1	b0241	3
FADtex	iso2	b0929	3
FADtex	iso3	b1377	3
FADtex	iso4	b2215	3
FADt	iso1	b1985	1
FALDH2	iso1	b0356	2
FALDtex	iso1	b0241	3
FALDtex	iso2	b0929	3
FALDtex	iso3	b1377	3
FALDtex	iso4	b2215	3
FALDtpp	iso1	s0001	1
FALGTHLs	iso1	s0001	1
FBA3	iso1	b2925	2
FBA	iso1	b2097	8
FBA	iso2	b2925	2
FBP	iso1	b2930	2
FBP	iso2	b3697	2
FBP	iso3	b3925	2
FBP	iso4	b4232	4
FCI	iso1	b2802	6
FCLK	iso1	b2803	1
FCLPA	iso1	b2738	1
FCLPA	iso2	b2800	4
FCLT	iso1	b0475	1
